visits,interlibrary_relation_code,fscs_definition_code,overdue_policy,beac_code,locale_code,population_lsa,county_population,print_volumes,ebook_volumes,num_lib_branches,num_bookmobiles
719,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,329,73238,8753,40722,0,0
15696,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Suburb,3042,17183,31741,41582,0,0
12442,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,8451,73238,16418,40722,0,0
1479,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Rural,9295,73238,15925,40722,0,0
16776,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Plains,Suburb,9417,30954,14698,31053,0,0
350,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Plains,Rural,1747,3705,1100,0,0,0
284933,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,City,160004,264460,221444,275171,5,0
30739,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southeast,Town,32431,32654,25479,264284,0,0
34185,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,Suburb,29168,80234,42383,264300,0,0
132641,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,City,110616,111579,173865,293111,1,1
45505,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,Town,29727,60633,57963,266484,0,0
177892,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southeast,City,99245,99193,115799,299023,1,0
952259,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,City,494574,500669,1115460,86126,18,0
2222079,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southeast,City,708144,712334,1068639,270542,20,0
137654,Not a member of a federation or cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,Suburb,51594,910042,106401,531142,0,0
72698,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,Town,78304,110760,70683,266185,0,0
1522,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southeast,Rural,1486,21573,7600,264173,0,0
9513,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,Rural,10226,20741,19252,264217,0,0
1946,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,Rural,2213,37404,7253,264173,0,0
6920,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southeast,Rural,2508,72577,54457,264937,0,0
69766,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,46443,53876,93147,838982,3,0
33749,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,9375,108272,22018,1566,0,0
1672,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,4883,14050,7945,171836,0,0
44932,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,30252,78097,35825,22490,0,0
52748,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,33468,4835125,77251,45787,0,0
46907,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,47606,47720,48042,1722,0,0
63294,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,26238,146907,24980,33426,0,0
432676,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,150353,1007703,190259,17352,2,0
31028,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,18334,18664,53297,33540,0,0
21802,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,4535,7468,42837,18608,0,0
16605,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,4501,54797,14038,32812,0,0
31430,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,24754,361744,20414,134904,0,0
9373,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,7298,7227,20446,6738,0,0
12447,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,3435,44195,16403,34686,0,0
37914,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,20996,21190,38707,5982,2,0
91309,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,39413,2606358,83324,6438,0,0
11908,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5366,21117,27825,17817,0,0
754373,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,388181,398938,341669,912427,13,0
48650,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,57843,57762,33137,17775,0,0
5594,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,3640,18037,9591,191863,0,0
141803,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,160131,898471,103240,189414,0,0
28432,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,15142,15221,23510,25508,0,0
597133,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,677456,869880,683157,41876,14,2
5687,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,2357,2391,11696,25135,0,0
2616,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,2291,130180,21591,10270,0,0
11386,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,8696,898471,24373,9868,0,0
15204,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,12823,12986,22088,33226,0,0
35302,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,22890,222829,23851,47242,0,0
185416,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,60169,2182947,65680,1217190,0,0
23319,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,9106,20441,21795,39615,0,0
12962,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6906,6848,40061,0,0,0
124031,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,36286,2606358,79519,41773,0,0
10690,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,4675,1195359,19033,62073,0,0
8879,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,2893,222829,17089,32306,0,0
5786,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,1196,697191,9374,15037,0,0
101340,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,52735,54183,59490,33020,3,0
16124,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,11675,70660,22986,25571,0,0
17892,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5235,5090,24528,0,1,0
9300,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,1903,1856,8586,15037,0,0
40735,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,10496,14623,57597,15192,0,0
34156,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,26711,27733,31102,17596,0,0
164039,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,45039,361744,80626,44790,0,0
6265,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,4053,9617,32180,5982,0,0
43806,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,39857,43782,46732,42917,0,0
197816,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,60454,361744,93245,47157,0,0
11850,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,8835,9029,19676,25763,0,0
43070,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,7312,84878,38064,46110,0,0
13330,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,10176,11584,34518,23293,1,0
331087,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,86507,697191,88807,883366,0,1
27651,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,5129,18240,25738,22273,0,0
55206,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,37750,43281,64060,17294,0,0
6667,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,9472,126243,38207,0,0,0
563581,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,394602,2182947,408048,29654,6,0
31389,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,8750,18124,33240,15364,0,0
53534,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,66373,67774,49014,5240,0,1
346525,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,201843,2606358,124595,25742,2,0
8549,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,3219,64000,9943,48420,0,0
127349,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,51226,2182947,143651,813038,0,1
71994,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,31060,113347,68441,67997,0,0
8025,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,7681,22250,24748,34332,0,0
21715,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,16798,251496,36313,24651,0,0
2617,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,922,14228,4557,0,0,0
1084,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,1182,1218,15174,171836,0,0
13060,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,2733,20571,17319,25563,0,0
124837,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,45525,2182947,63631,35734,0,0
47349,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,34102,393193,57667,40293,0,0
88519,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,97778,426710,89424,51129,0,0
7101,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5368,5385,12098,15037,0,0
28589,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,23446,86158,38281,48060,0,0
72380,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,50019,53079,82168,47876,4,0
6802,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,10486,10738,33835,15037,0,0
34650,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,18377,18347,42376,17760,0,0
23783,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,8719,2606358,27472,4781,0,0
15179,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,8548,38101,37394,189414,0,0
16407,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,8702,361744,33043,39546,0,0
33815,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,8636,54797,15450,32812,0,0
14541,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,1760,37571,16775,48092,0,0
1834108,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,2302878,4835125,1930164,101673,37,1
33943,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,8901,28659,23033,50738,0,0
2421360,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,2237044,4835125,1465126,436181,28,4
20500,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,9645,146907,21000,460,0,0
49277,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,31087,81268,70103,44003,0,0
86944,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,39634,2182947,96418,185450,0,0
3860,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,1493,14623,19153,0,0,0
11685,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,13918,70660,36276,15037,0,0
10865,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6583,130180,20547,10700,0,0
1300,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,2746,14623,20915,0,0,0
426154,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,254715,2606358,319476,76925,3,0
352242,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,127385,146836,156035,45972,2,0
2214197,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,974447,1334961,1262373,274185,21,1
4680,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,8922,8875,24116,17640,0,0
12940,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,7423,32694,35485,39664,0,0
10708,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,5598,13048,16015,49369,0,0
12733,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,9861,51784,35607,15037,0,0
10341,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,4422,4442,12140,186873,0,0
47520,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,25730,185690,35870,25867,0,0
188296,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,45252,2182947,63917,1104211,0,0
86641,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,17207,173494,49559,20697,0,0
2014,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,4924,50537,8374,15037,0,0
7733,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6377,15018,18361,32000,0,0
15425,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,7306,7414,23334,18644,1,0
87684,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,24752,53915,51859,20843,1,0
45870,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,15983,126243,20942,44028,0,0
141247,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,159172,393193,138682,7768,1,0
26058,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,30720,30069,51385,17944,0,0
25867,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,3521,32694,24221,0,0,0
25000,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,4449,25474,17060,20742,0,0
18329,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,22111,361744,27801,24546,0,0
5393,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5019,426710,14393,40600,0,0
14881,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,4667,2182947,20576,31067,0,0
47890,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,12130,12004,28325,18549,0,0
39184,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,7694,23262,24443,45795,0,0
239585,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,256187,269148,218361,32209,4,1
174038,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,131080,361744,83659,51959,0,0
40774,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,11429,2087679,29076,17775,0,0
7000,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,19884,21460,30118,38243,0,0
303332,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,179971,1007703,152877,51096,0,0
24977,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,8636,108272,50003,24546,0,0
16377,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,7825,12711,12752,18579,0,0
23537,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5784,54186,16597,24546,0,0
23870,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,14985,49859,26700,45326,0,0
111331,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,102300,126243,132581,46348,1,0
12174,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,11206,426710,23484,40545,0,0
16467,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,7321,22637,22270,32815,0,0
296947,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,296499,320940,283713,19265,3,0
79634,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,34512,87319,105789,14464,0,0
6798,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5545,49859,15334,29205,0,0
17236,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5927,51784,28209,15037,0,0
9397,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,11477,13742,18705,0,0,0
125108,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,77084,2182947,62452,56120,0,0
12466,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,2093,5795,14749,15037,0,0
67342,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,62462,70895,43370,32839,0,0
30417,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,3982,3931,15978,171836,0,0
3000,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,1032,1020,13004,5982,0,0
1552,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,5897,70660,17622,0,0,0
28300,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,1479,3109,18606,0,0,0
509019,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,207507,1195359,183586,8543,1,0
7800,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,2810,2818,21060,6154,0,0
4838,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,1968,1958,13844,0,0,0
26597,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,25667,898471,25893,174377,0,0
151745,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,147899,2606358,171642,209929,1,0
20704,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,14565,22250,37613,45795,0,0
190287,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,171999,177108,235465,28969,1,1
11960,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,53922,222829,33460,17308,0,0
51010,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,29411,29747,34000,55569,0,0
107228,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,133018,898471,116678,174377,0,0
19799,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,10964,10966,59333,0,2,0
69478,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,11189,110778,39514,45795,0,0
42970,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,16015,31357,26006,47876,0,0
34621,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,10618,10735,13469,33419,0,0
4768,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,3193,43782,22300,22000,0,0
14760,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,6779,6672,14777,32657,0,0
77221,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,31990,65375,107321,5370,0,0
12500,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,30754,32384,32189,31324,0,0
24676,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,28925,36359,38164,25546,1,0
38092,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,18189,251496,66964,44411,0,0
7288,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,4550,91687,20902,48586,0,0
215122,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,City,104707,193928,97301,183372,1,1
241263,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,70663,2182947,131747,210111,0,0
201831,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,160869,164494,210952,833224,0,0
142812,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,84324,4835125,108842,57529,0,0
29536,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,9212,18124,33186,10733,0,0
44569,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,19081,85722,70607,35900,0,0
7955,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Town,2943,2858,16239,186873,0,0
2022,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Rural,1307,1294,8714,15037,0,0
26631,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,42264,57736,39083,47343,0,0
13598,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,20217,20916,37285,32797,0,0
16214,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Rural,5784,5878,39664,21019,3,0
49569,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,24695,51127,74055,98852,0,0
23300,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Suburb,31176,898471,27327,174377,0,0
198668,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,City,112089,251496,302100,14535,5,0
137822,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Does not Have Overdue Policy,Southwest,Suburb,147662,4835125,93608,86421,1,0
23896,Headquarters or Member of Federation or Cooperative,Meets FSCS Public Library Definition,Has Overdue Policy,Southwest,Town,8878,17987,39489,18063,0,0
